model;difficulty_score;difficulty_score_article;difficulty_score_article_capped_100
model_10002285;31,007797;12,397959;12,397959
model_10002286;45,096383;12,571429;12,571429
model_10002287;19,691878;7,908163;7,908163
model_10002288;15,687275;2,377551;2,377551
model_10002289;22,136163;11,428571;11,428571
model_10002290;28,715307;13,316327;13,316327
model_10002291;31,076585;14,897959;14,897959
model_10002292;36,578584;14,755102;14,755102
model_10002293;28,361118;19,051020;19,051020
model_10002294;26,716179;21,193878;21,193878
model_10002295;7,081409;3,357143;3,357143
model_10002296;22,136163;11,428571;11,428571
model_10002297;39,358800;23,326531;23,326531
model_10002298;45,096383;12,571429;12,571429
model_10002299;22,136163;11,428571;11,428571
model_100023;30,194666;8,183673;8,183673
model_10002300;22,910456;6,275510;6,275510
model_10002301;22,379001;8,397959;8,397959
model_10002302;22,136163;11,428571;11,428571
model_10002303;39,358800;23,326531;23,326531
model_10002304;16,152387;4,591837;4,591837
model_10002305;22,136163;11,428571;11,428571
model_10002306;16,152387;4,591837;4,591837
model_10002307;26,563458;21,183673;21,183673
model_10002308;37,999743;17,948980;17,948980
model_10002309;27,873028;11,744898;11,744898
model_10002310;21,202475;4,540816;4,540816
model_10002311;15,687275;2,377551;2,377551
model_10002312;17,202705;6,020408;6,020408
model_10002313;16,152387;4,591837;4,591837
model_10002314;27,873028;11,744898;11,744898
model_10002315;20,784464;14,326531;14,326531
model_10002316;27,873028;11,744898;11,744898
model_10002317;27,873028;11,744898;11,744898
model_10002318;18,578480;3,214286;3,214286
model_10002319;45,096383;12,571429;12,571429
model_10002320;16,152387;4,591837;4,591837
model_10002321;45,096383;12,571429;12,571429
model_10002322;40,679039;10,193878;10,193878
model_10002323;17,965743;2,500000;2,500000
model_10002324;15,687275;2,377551;2,377551
model_10002325;26,796953;14,765306;14,765306
model_10002326;21,815212;5,255102;5,255102
model_10002327;28,361118;19,051020;19,051020
model_10002328;16,152387;4,591837;4,591837
model_10002329;16,152387;4,591837;4,591837
model_10002330;15,687275;2,377551;2,377551
model_10002331;45,096383;12,571429;12,571429
model_10002332;37,461534;12,826531;12,826531
model_10002333;45,096383;12,571429;12,571429
model_10002334;29,988799;11,071429;11,071429
model_10002335;25,239723;11,663265;11,663265
model_10002336;28,333533;5,530612;5,530612
model_10002337;22,136163;11,428571;11,428571
model_10002338;34,721179;9,989796;9,989796
model_10002339;31,076585;14,897959;14,897959
model_10002340;27,873028;11,744898;11,744898
model_10002341;15,687275;2,377551;2,377551
model_10002342;22,950924;9,357143;9,357143
model_10002343;27,753684;6,877551;6,877551
model_10002344;28,046275;11,326531;11,326531
model_10002345;22,379001;8,397959;8,397959
model_10002346;22,568859;11,663265;11,663265
model_10002347;15,687275;2,377551;2,377551
model_10002348;45,096383;12,571429;12,571429
model_10002349;41,060947;10,785714;10,785714
model_10002350;15,687275;2,377551;2,377551
model_10002351;31,001413;9,836735;9,836735
model_10002352;27,873028;11,744898;11,744898
model_10002353;16,152387;4,591837;4,591837
model_10002354;43,913635;18,163265;18,163265
model_10002355;27,873028;11,744898;11,744898
model_10002356;25,810933;10,408163;10,408163
model_10002357;15,101819;2,612245;2,612245
model_10002358;18,578480;3,214286;3,214286
model_10002359;28,007002;12,102041;12,102041
model_10002360;45,096383;12,571429;12,571429
model_10002361;22,136163;11,428571;11,428571
model_10002362;39,358800;23,326531;23,326531
model_10002363;31,076585;14,897959;14,897959
model_10002364;45,096383;12,571429;12,571429
model_10002365;37,461534;12,826531;12,826531
model_10002366;20,308660;5,255102;5,255102
model_10002367;25,087291;7,112245;7,112245
model_10002368;16,152387;4,591837;4,591837
model_10002369;15,132606;0,357143;0,357143
model_10002370;25,087291;7,112245;7,112245
model_10002371;27,873028;11,744898;11,744898
model_10002372;26,095413;10,897959;10,897959
model_10002373;26,716179;21,193878;21,193878
model_10002374;23,925781;12,714286;12,714286
model_10002375;22,136163;11,428571;11,428571
model_10002376;29,886638;23,020408;23,020408
model_10002377;28,361118;19,051020;19,051020
model_10002378;22,136163;11,428571;11,428571
model_10002379;39,856122;11,224490;11,224490
model_10002380;24,035786;10,000000;10,000000
model_10002381;25,615931;5,469388;5,469388
model_10002382;31,076585;14,897959;14,897959
model_10002383;32,598454;19,663265;19,663265
model_10002384;28,120417;18,285714;18,285714
model_10002385;35,924039;12,408163;12,408163
model_10002386;34,409334;12,591837;12,591837
model_10002387;22,568859;11,663265;11,663265
model_10002388;25,087291;7,112245;7,112245
model_10002389;32,598454;19,663265;19,663265
model_10002390;27,873028;11,744898;11,744898
model_10002391;15,687275;2,377551;2,377551
model_10002392;45,096383;12,571429;12,571429
model_10002393;20,898891;8,928571;8,928571
model_10002394;22,136163;11,428571;11,428571
model_10002395;16,745250;5,530612;5,530612
model_10002396;21,202475;4,540816;4,540816
model_10002397;26,716179;21,193878;21,193878
model_10002398;20,963213;9,540816;9,540816
model_10002399;28,361118;19,051020;19,051020
model_100024;36,098996;27,887755;27,887755
model_10002400;26,033167;8,081633;8,081633
model_10002401;45,096383;12,571429;12,571429
model_10002402;22,136163;11,428571;11,428571
model_10002403;27,873028;11,744898;11,744898
model_10002404;19,512825;9,244898;9,244898
model_10002405;27,873028;11,744898;11,744898
model_10002406;19,898632;9,081633;9,081633
model_10002407;32,598454;19,663265;19,663265
model_10002408;40,679039;10,193878;10,193878
model_10002409;27,758155;7,112245;7,112245
model_10002410;34,409334;12,591837;12,591837
model_10002411;22,136163;11,428571;11,428571
model_10002412;35,312037;8,836735;8,836735
model_10002413;15,687275;2,377551;2,377551
model_10002414;45,096383;12,571429;12,571429
model_10002415;47,324617;20,244898;20,244898
model_10002416;34,409334;12,591837;12,591837
model_10002417;21,525899;4,897959;4,897959
model_10002418;20,633686;8,765306;8,765306
model_10002419;22,136163;11,428571;11,428571
model_10002420;45,096383;12,571429;12,571429
model_10002421;39,856122;11,224490;11,224490
model_10002422;21,202475;4,540816;4,540816
model_10002423;32,127577;12,173469;12,173469
model_10002424;22,910456;6,275510;6,275510
model_10002425;56,012140;41,693878;41,693878
model_10002426;16,152387;4,591837;4,591837
model_10002427;20,902486;1,122449;1,122449
model_10002428;22,136163;11,428571;11,428571
model_10002429;39,856122;11,224490;11,224490
model_10002430;27,873028;11,744898;11,744898
model_10002431;40,467396;9,959184;9,959184
model_10002432;15,687275;2,377551;2,377551
model_10002433;21,843452;22,214286;22,214286
model_10002434;27,873028;11,744898;11,744898
model_10002435;28,096776;7,112245;7,112245
model_10002436;57,455953;29,040816;29,040816
model_10002437;34,875232;10,122449;10,122449
model_10002438;40,804704;13,612245;13,612245
model_10002439;22,548939;6,734694;6,734694
model_10002440;16,152387;4,591837;4,591837
model_10002441;22,136163;11,428571;11,428571
model_10002442;45,096383;12,571429;12,571429
model_10002443;34,265210;27,244898;27,244898
model_10002444;29,886638;23,020408;23,020408
model_10002445;24,659188;7,357143;7,357143
model_10002446;32,256424;11,775510;11,775510
model_10002447;37,999743;17,948980;17,948980
model_10002448;32,127577;12,173469;12,173469
model_10002449;27,873028;11,744898;11,744898
model_10002450;45,096383;12,571429;12,571429
model_10002451;30,490867;13,959184;13,959184
model_10002452;45,096383;12,571429;12,571429
model_10002453;28,361118;19,051020;19,051020
model_10002454;22,910456;6,275510;6,275510
model_10002455;32,127577;12,173469;12,173469
model_10002456;45,096383;12,571429;12,571429
model_10002457;16,152387;4,591837;4,591837
model_10002458;34,809549;13,244898;13,244898
model_10002459;40,467396;9,959184;9,959184
model_10002460;40,679039;10,193878;10,193878
model_10002461;55,683213;17,061224;17,061224
model_10002462;40,679039;10,193878;10,193878
model_10002463;22,910456;6,275510;6,275510
model_10002464;28,361118;19,051020;19,051020
model_10002465;45,096383;12,571429;12,571429
model_10002466;32,598454;19,663265;19,663265
model_10002467;15,272453;0,714286;0,714286
model_10002468;45,096383;12,571429;12,571429
model_10002469;15,687275;2,377551;2,377551
model_10002470;41,060947;10,785714;10,785714
model_10002471;40,679039;10,193878;10,193878
model_10002472;27,873028;11,744898;11,744898
model_10002473;49,056443;21,346939;21,346939
model_10002474;45,096383;12,571429;12,571429
model_10002475;27,873028;11,744898;11,744898
model_10002476;20,820085;3,775510;3,775510
model_10002477;20,479752;6,591837;6,591837
model_10002478;12,822862;8,142857;8,142857
model_10002479;20,406899;5,836735;5,836735
model_10002480;40,467396;9,959184;9,959184
model_10002481;27,873028;11,744898;11,744898
model_10002482;32,598454;19,663265;19,663265
model_10002483;27,199473;12,224490;12,224490
model_10002484;24,059460;9,714286;9,714286
model_10002485;22,136163;11,428571;11,428571
model_10002486;39,856122;11,224490;11,224490
model_10002487;34,875232;10,122449;10,122449
model_10002488;20,888760;9,000000;9,000000
model_10002489;27,873028;11,744898;11,744898
model_10002490;40,679039;10,193878;10,193878
model_10002491;36,997870;13,346939;13,346939
model_10002492;15,687275;2,377551;2,377551
model_10002493;45,096383;12,571429;12,571429
model_10002494;45,096383;12,571429;12,571429
model_10002495;27,873028;11,744898;11,744898
model_10002496;22,136163;11,428571;11,428571
model_10002497;16,358308;2,826531;2,826531
model_10002498;47,324617;20,244898;20,244898
model_10002499;45,096383;12,571429;12,571429
model_100025;36,098996;27,887755;27,887755
model_10002500;45,096383;12,571429;12,571429
model_10002501;27,475498;7,530612;7,530612
model_10002502;28,361118;19,051020;19,051020
model_10002503;25,929104;6,877551;6,877551
model_10002504;45,096383;12,571429;12,571429
model_10002505;22,136163;11,428571;11,428571
model_10002506;27,886320;12,561224;12,561224
model_10002507;28,361118;19,051020;19,051020
model_10002508;23,660104;7,224490;7,224490
model_10002509;34,409334;12,591837;12,591837
model_10002510;22,136163;11,428571;11,428571
model_10002511;37,999743;17,948980;17,948980
model_10002512;28,361118;19,051020;19,051020
model_10002513;15,687275;2,377551;2,377551
model_10002514;15,687275;2,377551;2,377551
model_10002515;22,548939;6,734694;6,734694
model_10002516;27,873028;11,744898;11,744898
model_10002517;28,333533;5,530612;5,530612
model_10002518;22,136163;11,428571;11,428571
model_10002519;15,687275;2,377551;2,377551
model_10002520;22,136163;11,428571;11,428571
model_10002521;29,367695;15,785714;15,785714
model_10002522;45,096383;12,571429;12,571429
model_10002523;22,136163;11,428571;11,428571
model_10002524;45,096383;12,571429;12,571429
model_10002525;15,687275;2,377551;2,377551
model_10002526;34,129137;24,132653;24,132653
model_10002527;22,136163;11,428571;11,428571
model_10002528;8,924973;4,377551;4,377551
model_10002530;49,056443;21,346939;21,346939
model_10002531;22,136163;11,428571;11,428571
model_10002532;21,202475;4,540816;4,540816
model_10002533;25,998728;12,663265;12,663265
model_10002534;45,838342;13,571429;13,571429
model_10002535;45,096383;12,571429;12,571429
model_10002536;22,076927;5,612245;5,612245
model_10002537;45,096383;12,571429;12,571429
model_10002538;22,136163;11,428571;11,428571
model_10002539;16,152387;4,591837;4,591837
model_10002540;38,846763;11,428571;11,428571
model_10002541;16,152387;4,591837;4,591837
model_10002542;37,452658;22,377551;22,377551
model_10002543;45,096383;12,571429;12,571429
model_10002544;45,096383;12,571429;12,571429
model_10002545;18,578480;3,214286;3,214286
model_10002546;32,404505;11,000000;11,000000
model_10002547;40,679039;10,193878;10,193878
model_10002548;43,913635;18,163265;18,163265
model_10002549;20,479752;6,591837;6,591837
model_10002550;21,843452;22,214286;22,214286
model_10002551;43,192315;11,989796;11,989796
model_10002552;14,239062;11,153061;11,153061
model_10002553;40,467396;9,959184;9,959184
model_10002554;27,873028;11,744898;11,744898
model_10002555;22,136163;11,428571;11,428571
model_10002556;22,136163;11,428571;11,428571
model_10002557;15,687275;2,377551;2,377551
model_10002558;30,304889;11,418367;11,418367
model_10002559;41,665305;15,561224;15,561224
model_10002560;27,873028;11,744898;11,744898
model_10002561;22,438902;6,438776;6,438776
model_10002562;27,873028;11,744898;11,744898
model_10002563;32,598454;19,663265;19,663265
model_10002564;21,202475;4,540816;4,540816
model_10002565;22,136163;11,428571;11,428571
model_10002566;16,152387;4,591837;4,591837
model_10002567;27,157656;9,918367;9,918367
model_10002568;8,515735;2,897959;2,897959
model_10002569;18,578480;3,214286;3,214286
model_10002570;22,136163;11,428571;11,428571
model_10002571;21,202475;4,540816;4,540816
model_10002572;28,107399;13,673469;13,673469
model_10002573;40,679039;10,193878;10,193878
model_10002574;16,152387;4,591837;4,591837
model_10002575;22,568859;11,663265;11,663265
model_10002576;27,873028;11,744898;11,744898
model_10002577;27,873028;11,744898;11,744898
model_10002578;26,790076;9,326531;9,326531
model_10002579;30,936495;14,663265;14,663265
model_10002580;20,922163;26,224490;26,224490
model_10002581;21,202475;4,540816;4,540816
model_10002582;37,999743;17,948980;17,948980
model_10002583;24,339462;12,336735;12,336735
model_10002584;27,342914;12,479592;12,479592
model_10002585;20,011785;4,020408;4,020408
model_10002586;22,568859;11,663265;11,663265
model_10002587;46,434395;14,367347;14,367347
model_10002588;45,096383;12,571429;12,571429
model_10002589;27,457641;11,979592;11,979592
model_10002590;26,716179;21,193878;21,193878
model_10002591;19,888504;10,489796;10,489796
model_10002592;36,003581;14,948980;14,948980
model_10002593;22,492434;8,193878;8,193878
model_10002594;37,546871;15,071429;15,071429
model_10002595;22,903529;11,836735;11,836735
model_10002596;20,922163;26,224490;26,224490
model_10002597;16,152387;4,591837;4,591837
model_10002598;15,687275;2,377551;2,377551
model_10002599;27,873028;11,744898;11,744898
model_100026;43,378463;24,591837;24,591837
model_10002600;34,409334;12,591837;12,591837
model_10002601;27,873028;11,744898;11,744898
model_10002602;16,152387;4,591837;4,591837
model_10002603;32,127577;12,173469;12,173469
model_10002604;46,122778;14,663265;14,663265
model_10002605;16,152387;4,591837;4,591837
model_10002606;16,899835;2,836735;2,836735
model_10002607;28,361118;19,051020;19,051020
model_10002608;27,873028;11,744898;11,744898
model_10002609;26,352324;8,785714;8,785714
model_10002610;27,873028;11,744898;11,744898
model_10002611;45,096383;12,571429;12,571429
model_10002612;27,873028;11,744898;11,744898
model_10002613;22,136163;11,428571;11,428571
model_10002614;27,873028;11,744898;11,744898
model_10002615;30,124313;12,408163;12,408163
model_10002616;30,794065;14,826531;14,826531
model_10002617;35,395507;25,071429;25,071429
model_10002618;40,679039;10,193878;10,193878
model_10002619;16,152387;4,591837;4,591837
model_10002620;22,136163;11,428571;11,428571
model_10002621;45,096383;12,571429;12,571429
model_10002622;22,136163;11,428571;11,428571
model_10002623;27,873028;11,744898;11,744898
model_10002624;38,623759;23,438776;23,438776
model_10002625;45,096383;12,571429;12,571429
model_10002626;16,152387;4,591837;4,591837
model_10002627;16,152387;4,591837;4,591837
model_10002628;28,007002;12,102041;12,102041
model_10002629;26,111560;6,234694;6,234694
model_10002630;45,096383;12,571429;12,571429
model_10002631;15,272453;0,714286;0,714286
model_10002632;15,687275;2,377551;2,377551
model_10002633;22,136163;11,428571;11,428571
model_10002634;29,886638;23,020408;23,020408
model_10002635;12,237406;8,377551;8,377551
model_10002636;28,361118;19,051020;19,051020
model_10002637;36,695479;8,714286;8,714286
model_10002638;28,701726;6,469388;6,469388
